ID,TARGET
179655,0.28
179656,0.16
179657,0.15
179658,0.03
179659,0.04
179660,0.06
179661,0.25
179662,0.02
179663,0.49
179664,0.03
179665,0.16
179666,0.1
179667,0.12
179668,0.05
179669,0.04
179670,0.02
179671,0.2
179672,0.41
179673,0.21
179674,0.04
179675,0.06
179676,0.09
179677,0.11
179678,0.16
179679,0.15
179680,0.25
179681,0.12
179682,0.16
179683,0.03
179684,0.02
179685,0.21
179686,0.47
179687,0.3
179688,0.37
179689,0.27
179690,0.07
179691,0.32
179692,0.01
179693,0.12
179694,0.08
179695,0.13
179696,0.12
179697,0.26
179698,0.16
179699,0.14
179700,0.03
179701,0.12
179702,0.33
179703,0.1
179704,0.17
179705,0.49
179706,0.26
179707,0.24
179708,0.15
179709,0.09
179710,0.19
179711,0.03
179712,0.24
179713,0.01
179714,0.12
179715,0.15
179716,0.25
179717,0.43
179718,0.08
179719,0.3
179720,0.09
179721,0.17
179722,0.24
179723,0.38
179724,0.42
179725,0.09
179726,0.35
179727,0.07
179728,0.07
179729,0.41
179730,0.19
179731,0.29
179732,0.04
179733,0.18
179734,0.04
179735,0.13
179736,0.03
179737,0.38
179738,0.11
179739,0.06
179740,0.07
179741,0.1
179742,0.02
179743,0.35
179744,0.34
179745,0.1
179746,0.11
179747,0.05
179748,0.06
179749,0.35
179750,0.39
179751,0.32
179752,0.25
179753,0.11
179754,0.25
179755,0.32
179756,0.35
179757,0.09
179758,0.15
179759,0.11
179760,0.47
179761,0.47
179762,0.47
179763,0.12
179764,0.1
179765,0.0
179766,0.0
179767,0.41
179768,0.15
179769,0.11
179770,0.09
179771,0.04
179772,0.06
179773,0.09
179774,0.04
179775,0.15
179776,0.13
179777,0.13
179778,0.01
179779,0.15
179780,0.13
179781,0.14
179782,0.09
179783,0.03
179784,0.43
179785,0.07
179786,0.18
179787,0.12
179788,0.08
179789,0.25
179790,0.41
179791,0.44
179792,0.07
179793,0.17
179794,0.22
179795,0.16
179796,0.18
179797,0.24
179798,0.18
179799,0.23
179800,0.05
179801,0.01
179802,0.63
179803,0.23
179804,0.04
179805,0.18
179806,0.17
179807,0.21
179808,0.29
179809,0.17
179810,0.38
179811,0.11
179812,0.09
179813,0.09
179814,0.02
179815,0.07
179816,0.02
179817,0.16
179818,0.04
179819,0.02
179820,0.13
179821,0.05
179822,0.04
179823,0.15
179824,0.07
179825,0.16
179826,0.14
179827,0.11
179828,0.09
179829,0.16
179830,0.2
179831,0.11
179832,0.19
179833,0.75
179834,0.5
179835,0.09
179836,0.11
179837,0.14
179838,0.15
179839,0.07
179840,0.13
179841,0.08
179842,0.03
179843,0.14
179844,0.07
179845,0.26
179846,0.31
179847,0.14
179848,0.42
179849,0.5
179850,0.11
179851,0.25
179852,0.05
179853,0.03
179854,0.17
179855,0.18
179856,0.11
179857,0.06
179858,0.06
179859,0.1
179860,0.1
179861,0.01
179862,0.2
179863,0.24
179864,0.19
179865,0.1
179866,0.06
179867,0.03
179868,0.24
179869,0.04
179870,0.21
179871,0.29
179872,0.13
179873,0.1
179874,0.15
179875,0.19
179876,0.05
179877,0.19
179878,0.03
179879,0.25
179880,0.04
179881,0.05
179882,0.09
179883,0.09
179884,0.1
179885,0.11
179886,0.15
179887,0.09
179888,0.36
179889,0.14
179890,0.04
179891,0.27
179892,0.02
179893,0.19
179894,0.14
179895,0.09
179896,0.08
179897,0.23
179898,0.04
179899,0.23
179900,0.21
179901,0.18
179902,0.13
179903,0.12
179904,0.39
179905,0.17
179906,0.04
179907,0.1
179908,0.03
179909,0.16
179910,0.22
179911,0.1
179912,0.06
179913,0.41
179914,0.15
179915,0.09
179916,0.09
179917,0.14
179918,0.39
179919,0.14
179920,0.03
179921,0.24
179922,0.26
179923,0.09
179924,0.01
179925,0.2
179926,0.06
179927,0.31
179928,0.13
179929,0.22
179930,0.07
179931,0.19
179932,0.11
179933,0.04
179934,0.52
179935,0.14
179936,0.24
179937,0.17
179938,0.13
179939,0.06
179940,0.08
179941,0.25
179942,0.05
179943,0.17
179944,0.32
179945,0.05
179946,0.34
179947,0.53
179948,0.23
179949,0.13
179950,0.3
179951,0.18
179952,0.32
179953,0.11
179954,0.33
179955,0.1
179956,0.17
179957,0.1
179958,0.42
179959,0.02
179960,0.36
179961,0.14
179962,0.06
179963,0.13
179964,0.08
179965,0.14
179966,0.26
179967,0.26
179968,0.24
179969,0.1
179970,0.17
179971,0.09
179972,0.11
179973,0.03
179974,0.25
179975,0.2
179976,0.23
179977,0.19
179978,0.09
179979,0.12
179980,0.2
179981,0.08
179982,0.04
179983,0.05
179984,0.17
179985,0.09
179986,0.03
179987,0.2
179988,0.07
179989,0.14
179990,0.19
179991,0.17
179992,0.08
179993,0.17
179994,0.01
179995,0.12
179996,0.17
179997,0.19
179998,0.09
179999,0.57
180000,0.39
180001,0.0
180002,0.3
180003,0.14
180004,0.29
180005,0.32
180006,0.09
180007,0.44
180008,0.03
180009,0.05
180010,0.15
180011,0.19
180012,0.15
180013,0.13
180014,0.1
180015,0.1
180016,0.22
180017,0.1
180018,0.23
180019,0.07
180020,0.17
180021,0.15
180022,0.08
180023,0.16
180024,0.04
180025,0.29
180026,0.15
180027,0.1
180028,0.06
180029,0.18
180030,0.28
180031,0.27
180032,0.33
180033,0.03
180034,0.2
180035,0.06
180036,0.05
180037,0.32
180038,0.16
180039,0.03
180040,0.05
180041,0.53
180042,0.11
180043,0.13
180044,0.45
180045,0.15
180046,0.13
180047,0.15
180048,0.04
180049,0.02
180050,0.1
180051,0.4
180052,0.13
180053,0.46
180054,0.1
180055,0.12
180056,0.12
180057,0.14
180058,0.2
180059,0.17
180060,0.15
180061,0.18
180062,0.17
180063,0.25
180064,0.38
180065,0.53
180066,0.05
180067,0.21
180068,0.01
180069,0.24
180070,0.03
180071,0.19
180072,0.05
180073,0.21
180074,0.06
180075,0.42
180076,0.16
180077,0.24
180078,0.3
180079,0.27
180080,0.19
180081,0.03
180082,0.02
180083,0.21
180084,0.07
180085,0.16
180086,0.0
180087,0.27
180088,0.15
180089,0.09
180090,0.42
180091,0.03
180092,0.08
180093,0.15
180094,0.1
180095,0.01
180096,0.21
180097,0.56
180098,0.21
180099,0.1
180100,0.38
180101,0.03
180102,0.18
180103,0.08
180104,0.21
180105,0.12
180106,0.13
180107,0.16
180108,0.21
180109,0.05
180110,0.01
180111,0.07
180112,0.12
180113,0.07
180114,0.14
180115,0.03
180116,0.11
180117,0.12
180118,0.19
180119,0.06
180120,0.14
180121,0.3
180122,0.05
180123,0.07
180124,0.48
180125,0.11
180126,0.12
180127,0.09
180128,0.14
180129,0.08
180130,0.1
180131,0.1
180132,0.27
180133,0.09
180134,0.06
180135,0.01
180136,0.17
180137,0.25
180138,0.39
180139,0.07
180140,0.19
180141,0.21
180142,0.02
180143,0.1
180144,0.62
180145,0.49
180146,0.27
180147,0.07
180148,0.09
180149,0.14
180150,0.17
180151,0.21
180152,0.12
180153,0.15
180154,0.08
180155,0.1
180156,0.35
180157,0.19
180158,0.24
180159,0.03
180160,0.1
180161,0.09
180162,0.37
180163,0.16
180164,0.31
180165,0.12
180166,0.26
180167,0.03
180168,0.13
180169,0.2
180170,0.38
180171,0.21
180172,0.16
180173,0.17
180174,0.1
180175,0.24
180176,0.13
180177,0.23
180178,0.29
180179,0.14
180180,0.12
180181,0.16
180182,0.18
180183,0.57
180184,0.13
180185,0.05
180186,0.25
180187,0.06
180188,0.24
180189,0.03
180190,0.05
180191,0.0
180192,0.13
180193,0.07
180194,0.01
180195,0.05
180196,0.1
180197,0.46
180198,0.35
180199,0.17
180200,0.04
180201,0.07
180202,0.11
180203,0.11
180204,0.04
180205,0.08
180206,0.06
180207,0.08
180208,0.13
180209,0.1
180210,0.44
180211,0.09
180212,0.11
180213,0.47
180214,0.06
180215,0.27
180216,0.16
180217,0.05
180218,0.09
180219,0.15
180220,0.11
180221,0.18
180222,0.04
180223,0.03
180224,0.08
180225,0.18
180226,0.09
180227,0.07
180228,0.0
180229,0.06
180230,0.22
180231,0.37
180232,0.09
180233,0.21
180234,0.17
180235,0.14
180236,0.2
180237,0.16
180238,0.25
180239,0.41
180240,0.32
180241,0.04
180242,0.01
180243,0.44
180244,0.11
180245,0.13
180246,0.02
180247,0.12
180248,0.1
180249,0.08
180250,0.1
180251,0.14
180252,0.38
180253,0.25
180254,0.08
180255,0.33
180256,0.13
180257,0.2
180258,0.18
180259,0.1
180260,0.12
180261,0.04
180262,0.01
180263,0.2
180264,0.13
180265,0.08
180266,0.35
180267,0.1
180268,0.1
180269,0.3
180270,0.04
180271,0.21
180272,0.17
180273,0.79
180274,0.18
180275,0.01
180276,0.12
180277,0.04
180278,0.2
180279,0.22
180280,0.14
180281,0.05
180282,0.2
180283,0.07
180284,0.2
180285,0.3
180286,0.13
180287,0.09
180288,0.42
180289,0.14
180290,0.12
180291,0.25
180292,0.03
180293,0.06
180294,0.02
180295,0.13
180296,0.19
180297,0.1
180298,0.35
180299,0.07
180300,0.18
180301,0.25
180302,0.2
180303,0.01
180304,0.15
180305,0.06
180306,0.09
180307,0.08
180308,0.22
180309,0.13
180310,0.05
180311,0.16
180312,0.05
180313,0.16
180314,0.15
180315,0.3
180316,0.51
180317,0.06
180318,0.06
180319,0.52
180320,0.11
180321,0.3
180322,0.08
180323,0.36
180324,0.22
180325,0.25
180326,0.19
180327,0.14
180328,0.15
180329,0.1
180330,0.14
180331,0.13
180332,0.11
180333,0.24
180334,0.2
180335,0.16
180336,0.05
180337,0.11
180338,0.09
180339,0.05
180340,0.13
180341,0.17
180342,0.63
180343,0.19
180344,0.05
180345,0.2
180346,0.23
180347,0.21
180348,0.15
180349,0.17
180350,0.1
180351,0.16
180352,0.19
180353,0.18
180354,0.05
180355,0.06
180356,0.12
180357,0.22
180358,0.43
180359,0.06
180360,0.23
180361,0.26
180362,0.02
180363,0.33
180364,0.03
180365,0.05
180366,0.18
180367,0.14
180368,0.21
180369,0.03
180370,0.09
180371,0.41
180372,0.19
180373,0.27
180374,0.16
180375,0.21
180376,0.03
180377,0.24
180378,0.1
180379,0.06
180380,0.24
180381,0.15
180382,0.03
180383,0.06
180384,0.33
180385,0.05
180386,0.65
180387,0.16
180388,0.19
180389,0.47
180390,0.13
180391,0.03
180392,0.21
180393,0.06
180394,0.27
180395,0.0
180396,0.04
180397,0.34
180398,0.04
180399,0.23
180400,0.39
180401,0.09
180402,0.03
180403,0.23
180404,0.12
180405,0.52
180406,0.06
180407,0.06
180408,0.15
180409,0.04
180410,0.19
180411,0.04
180412,0.01
180413,0.09
180414,0.37
180415,0.2
180416,0.05
180417,0.1
180418,0.12
180419,0.37
180420,0.04
180421,0.28
180422,0.03
180423,0.25
180424,0.06
180425,0.0
180426,0.3
180427,0.36
180428,0.1
180429,0.28
180430,0.16
180431,0.15
180432,0.16
180433,0.27
180434,0.07
180435,0.13
180436,0.04
180437,0.08
180438,0.38
180439,0.08
180440,0.32
180441,0.16
180442,0.08
180443,0.2
180444,0.07
180445,0.16
180446,0.01
180447,0.06
180448,0.15
180449,0.03
180450,0.14
180451,0.13
180452,0.06
180453,0.05
180454,0.16
180455,0.06
180456,0.32
180457,0.1
180458,0.2
180459,0.05
180460,0.18
180461,0.05
180462,0.09
180463,0.11
180464,0.07
180465,0.03
180466,0.02
180467,0.22
180468,0.35
180469,0.2
180470,0.15
180471,0.11
180472,0.28
180473,0.17
180474,0.05
180475,0.15
180476,0.05
180477,0.17
180478,0.05
180479,0.14
180480,0.08
180481,0.1
180482,0.03
180483,0.07
180484,0.05
180485,0.19
180486,0.01
180487,0.16
180488,0.05
180489,0.06
180490,0.31
180491,0.25
180492,0.08
180493,0.06
180494,0.26
180495,0.44
180496,0.16
180497,0.06
180498,0.19
180499,0.3
180500,0.29
180501,0.16
180502,0.26
180503,0.42
180504,0.35
180505,0.06
180506,0.02
180507,0.03
180508,0.04
180509,0.08
180510,0.28
180511,0.2
180512,0.11
180513,0.06
180514,0.08
180515,0.12
180516,0.07
180517,0.13
180518,0.33
180519,0.09
180520,0.1
180521,0.26
180522,0.22
180523,0.03
180524,0.02
180525,0.1
180526,0.12
180527,0.24
180528,0.26
180529,0.15
180530,0.08
180531,0.16
180532,0.22
180533,0.08
180534,0.03
180535,0.62
180536,0.15
180537,0.02
180538,0.21
180539,0.14
180540,0.05
180541,0.28
180542,0.48
180543,0.07
180544,0.1
180545,0.08
180546,0.02
180547,0.47
180548,0.54
180549,0.26
180550,0.07
180551,0.13
180552,0.07
180553,0.06
180554,0.57
180555,0.16
180556,0.11
180557,0.41
180558,0.09
180559,0.06
180560,0.31
180561,0.17
180562,0.34
180563,0.09
180564,0.01
180565,0.15
180566,0.19
180567,0.03
180568,0.13
180569,0.23
180570,0.04
180571,0.11
180572,0.24
180573,0.07
180574,0.15
180575,0.14
180576,0.19
180577,0.6
180578,0.14
180579,0.21
180580,0.32
180581,0.07
180582,0.2
180583,0.14
180584,0.11
180585,0.16
180586,0.35
180587,0.33
180588,0.51
180589,0.26
180590,0.16
180591,0.02
180592,0.08
180593,0.21
180594,0.29
180595,0.02
180596,0.35
180597,0.31
180598,0.04
180599,0.07
180600,0.07
180601,0.06
180602,0.02
180603,0.08
180604,0.13
180605,0.09
180606,0.23
180607,0.47
180608,0.04
180609,0.28
180610,0.35
180611,0.04
180612,0.02
180613,0.09
180614,0.14
180615,0.1
180616,0.19
180617,0.02
180618,0.08
180619,0.21
180620,0.3
180621,0.29
180622,0.14
180623,0.08
180624,0.2
180625,0.21
180626,0.07
180627,0.13
180628,0.29
180629,0.31
180630,0.05
180631,0.41
180632,0.15
180633,0.06
180634,0.34
180635,0.31
180636,0.03
180637,0.03
180638,0.03
180639,0.03
180640,0.25
180641,0.13
180642,0.05
180643,0.07
180644,0.06
180645,0.09
180646,0.05
180647,0.06
180648,0.21
180649,0.03
180650,0.13
180651,0.03
180652,0.03
180653,0.11
180654,0.06
180655,0.06
180656,0.03
180657,0.14
180658,0.37
180659,0.22
180660,0.11
180661,0.16
180662,0.06
180663,0.26
180664,0.1
180665,0.08
180666,0.06
180667,0.04
180668,0.18
180669,0.55
180670,0.3
180671,0.45
180672,0.21
180673,0.07
180674,0.1
180675,0.17
180676,0.09
180677,0.06
180678,0.2
180679,0.14
180680,0.01
180681,0.2
180682,0.3
180683,0.15
180684,0.16
180685,0.0
180686,0.31
180687,0.11
180688,0.15
180689,0.34
180690,0.07
180691,0.06
180692,0.05
180693,0.15
180694,0.43
180695,0.15
180696,0.08
180697,0.17
180698,0.2
180699,0.04
180700,0.18
180701,0.34
180702,0.11
180703,0.09
180704,0.09
180705,0.13
180706,0.13
180707,0.14
180708,0.22
180709,0.23
180710,0.22
180711,0.27
180712,0.26
180713,0.39
180714,0.05
180715,0.15
180716,0.16
180717,0.04
180718,0.16
180719,0.15
180720,0.13
180721,0.13
180722,0.09
180723,0.24
180724,0.18
180725,0.19
180726,0.11
180727,0.47
180728,0.09
180729,0.18
180730,0.06
180731,0.07
180732,0.26
180733,0.06
180734,0.26
180735,0.09
180736,0.18
180737,0.08
180738,0.13
180739,0.09
180740,0.13
180741,0.09
180742,0.22
180743,0.03
180744,0.35
180745,0.05
180746,0.2
180747,0.06
180748,0.32
180749,0.04
180750,0.09
180751,0.27
180752,0.15
180753,0.07
180754,0.05
180755,0.06
180756,0.29
180757,0.07
180758,0.08
180759,0.06
180760,0.46
180761,0.24
180762,0.1
180763,0.15
180764,0.54
180765,0.08
180766,0.1
180767,0.03
180768,0.12
180769,0.01
180770,0.11
180771,0.01
180772,0.12
180773,0.18
180774,0.23
180775,0.31
180776,0.01
180777,0.22
180778,0.14
180779,0.03
180780,0.02
180781,0.06
180782,0.03
180783,0.04
180784,0.14
180785,0.33
180786,0.14
180787,0.13
180788,0.18
180789,0.01
180790,0.15
180791,0.38
180792,0.09
180793,0.18
180794,0.21
180795,0.08
180796,0.33
180797,0.23
180798,0.01
180799,0.36
180800,0.17
180801,0.11
180802,0.2
180803,0.29
180804,0.21
180805,0.14
180806,0.02
180807,0.17
180808,0.13
180809,0.37
180810,0.14
180811,0.22
180812,0.12
180813,0.03
180814,0.2
180815,0.12
180816,0.14
180817,0.1
180818,0.01
180819,0.04
180820,0.19
180821,0.24
180822,0.21
180823,0.06
180824,0.3
180825,0.39
180826,0.05
180827,0.1
180828,0.25
180829,0.22
180830,0.19
180831,0.04
180832,0.28
180833,0.04
180834,0.4
180835,0.25
180836,0.28
180837,0.08
180838,0.24
180839,0.18
180840,0.1
180841,0.29
180842,0.16
180843,0.14
180844,0.17
180845,0.01
180846,0.18
180847,0.05
180848,0.15
180849,0.05
180850,0.09
180851,0.18
180852,0.08
180853,0.05
180854,0.14
180855,0.23
180856,0.78
180857,0.28
180858,0.18
180859,0.15
180860,0.11
180861,0.03
180862,0.02
180863,0.07
180864,0.18
180865,0.28
180866,0.03
180867,0.05
180868,0.21
180869,0.43
180870,0.13
180871,0.06
180872,0.28
180873,0.15
180874,0.17
180875,0.19
180876,0.21
180877,0.1
180878,0.42
180879,0.14
180880,0.07
180881,0.08
180882,0.18
180883,0.05
180884,0.13
180885,0.02
180886,0.06
180887,0.48
180888,0.39
180889,0.09
180890,0.08
180891,0.16
180892,0.34
180893,0.05
180894,0.35
180895,0.08
180896,0.37
180897,0.02
180898,0.05
180899,0.19
180900,0.17
180901,0.18
180902,0.07
180903,0.11
180904,0.23
180905,0.06
180906,0.09
180907,0.23
180908,0.16
180909,0.3
180910,0.1
180911,0.17
180912,0.41
180913,0.05
180914,0.02
180915,0.26
180916,0.31
180917,0.09
180918,0.1
180919,0.04
180920,0.51
180921,0.1
180922,0.1
180923,0.14
180924,0.14
180925,0.16
180926,0.24
180927,0.09
180928,0.13
180929,0.08
180930,0.17
180931,0.06
180932,0.07
180933,0.38
180934,0.01
180935,0.13
180936,0.12
180937,0.29
180938,0.42
180939,0.12
180940,0.4
180941,0.25
180942,0.03
180943,0.28
180944,0.01
180945,0.27
180946,0.1
180947,0.17
180948,0.05
180949,0.1
180950,0.07
180951,0.64
180952,0.17
180953,0.05
180954,0.21
180955,0.18
180956,0.19
180957,0.14
180958,0.19
180959,0.06
180960,0.04
180961,0.07
180962,0.05
180963,0.42
180964,0.04
180965,0.09
180966,0.21
180967,0.43
180968,0.1
180969,0.12
180970,0.11
180971,0.35
180972,0.39
180973,0.36
180974,0.09
180975,0.18
180976,0.05
180977,0.16
180978,0.41
180979,0.29
180980,0.27
180981,0.07
180982,0.22
180983,0.05
180984,0.02
180985,0.04
180986,0.19
180987,0.46
180988,0.14
180989,0.04
180990,0.15
180991,0.27
180992,0.19
180993,0.2
180994,0.16
180995,0.08
180996,0.31
180997,0.17
180998,0.3
180999,0.1
181000,0.2
181001,0.39
181002,0.14
181003,0.12
181004,0.03
181005,0.49
181006,0.22
181007,0.15
181008,0.37
181009,0.06
181010,0.05
181011,0.06
181012,0.02
181013,0.23
181014,0.13
181015,0.1
181016,0.03
181017,0.13
181018,0.09
181019,0.06
181020,0.16
181021,0.1
181022,0.11
181023,0.17
181024,0.04
181025,0.14
181026,0.09
181027,0.16
181028,0.04
181029,0.38
181030,0.08
181031,0.1
181032,0.47
181033,0.15
181034,0.05
181035,0.11
181036,0.2
181037,0.29
181038,0.32
181039,0.1
181040,0.14
181041,0.06
181042,0.17
181043,0.0
181044,0.26
181045,0.27
181046,0.08
181047,0.14
181048,0.27
181049,0.06
181050,0.2
181051,0.24
181052,0.05
181053,0.15
181054,0.27
181055,0.07
181056,0.25
181057,0.2
181058,0.2
181059,0.13
181060,0.18
181061,0.17
181062,0.09
181063,0.56
181064,0.28
181065,0.09
181066,0.16
181067,0.23
181068,0.02
181069,0.2
181070,0.02
181071,0.5
181072,0.05
181073,0.25
181074,0.26
181075,0.3
181076,0.09
181077,0.13
181078,0.06
181079,0.32
181080,0.13
181081,0.08
181082,0.0
181083,0.17
181084,0.64
181085,0.06
181086,0.04
181087,0.12
181088,0.12
181089,0.12
181090,0.04
181091,0.13
181092,0.08
181093,0.29
181094,0.33
181095,0.21
181096,0.01
181097,0.12
181098,0.03
181099,0.12
181100,0.17
181101,0.15
181102,0.12
181103,0.39
181104,0.17
181105,0.47
181106,0.08
181107,0.16
181108,0.05
181109,0.49
181110,0.13
181111,0.09
181112,0.08
181113,0.27
181114,0.38
181115,0.27
181116,0.11
181117,0.36
181118,0.03
181119,0.09
181120,0.11
181121,0.22
181122,0.18
181123,0.06
181124,0.14
181125,0.28
181126,0.09
181127,0.09
181128,0.22
181129,0.12
181130,0.11
181131,0.36
181132,0.52
181133,0.48
181134,0.17
181135,0.31
181136,0.5
181137,0.63
181138,0.13
181139,0.3
181140,0.08
181141,0.28
181142,0.01
181143,0.17
181144,0.09
181145,0.12
181146,0.08
181147,0.0
181148,0.03
181149,0.11
181150,0.17
181151,0.13
181152,0.05
181153,0.09
181154,0.15
181155,0.19
181156,0.05
181157,0.29
181158,0.55
181159,0.1
181160,0.07
181161,0.09
181162,0.12
181163,0.29
181164,0.2
181165,0.07
181166,0.24
181167,0.03
181168,0.25
181169,0.05
181170,0.0
181171,0.29
181172,0.39
181173,0.08
181174,0.37
181175,0.03
181176,0.13
181177,0.15
181178,0.23
181179,0.28
181180,0.25
181181,0.11
181182,0.31
181183,0.14
181184,0.04
181185,0.15
181186,0.35
181187,0.55
181188,0.29
181189,0.06
181190,0.31
181191,0.08
181192,0.14
181193,0.09
181194,0.26
181195,0.16
181196,0.32
181197,0.39
181198,0.19
181199,0.15
181200,0.24
181201,0.33
181202,0.15
181203,0.11
181204,0.4
181205,0.12
181206,0.2
181207,0.19
181208,0.07
181209,0.19
181210,0.21
181211,0.46
181212,0.12
181213,0.22
181214,0.23
181215,0.08
181216,0.33
181217,0.09
181218,0.09
181219,0.32
181220,0.14
181221,0.09
181222,0.13
181223,0.17
181224,0.15
181225,0.1
181226,0.05
181227,0.36
181228,0.35
181229,0.61
181230,0.01
181231,0.13
181232,0.14
181233,0.07
181234,0.25
181235,0.16
181236,0.24
181237,0.03
181238,0.45
181239,0.04
181240,0.19
181241,0.09
181242,0.24
181243,0.23
181244,0.31
181245,0.14
181246,0.04
181247,0.08
181248,0.12
181249,0.09
181250,0.22
181251,0.19
181252,0.04
181253,0.3
181254,0.13
181255,0.15
181256,0.15
181257,0.05
181258,0.14
181259,0.02
181260,0.05
181261,0.06
181262,0.42
181263,0.26
181264,0.12
181265,0.09
181266,0.08
181267,0.32
181268,0.15
181269,0.11
181270,0.39
181271,0.44
181272,0.12
181273,0.39
181274,0.33
181275,0.22
181276,0.15
181277,0.06
181278,0.03
181279,0.05
181280,0.08
181281,0.07
181282,0.19
181283,0.19
181284,0.02
181285,0.06
181286,0.0
181287,0.15
181288,0.52
181289,0.12
181290,0.15
181291,0.06
181292,0.08
181293,0.06
181294,0.42
181295,0.1
181296,0.12
181297,0.05
181298,0.26
181299,0.26
181300,0.37
181301,0.03
181302,0.01
181303,0.1
181304,0.03
181305,0.02
181306,0.22
181307,0.15
181308,0.08
181309,0.23
181310,0.35
181311,0.16
181312,0.1
181313,0.05
181314,0.09
181315,0.13
181316,0.36
181317,0.11
181318,0.08
181319,0.47
181320,0.19
181321,0.15
181322,0.16
181323,0.17
181324,0.22
181325,0.27
181326,0.51
181327,0.14
181328,0.13
181329,0.11
181330,0.14
181331,0.07
181332,0.05
181333,0.17
181334,0.12
181335,0.51
181336,0.15
181337,0.0
181338,0.07
181339,0.2
181340,0.06
181341,0.11
181342,0.03
181343,0.33
181344,0.39
181345,0.15
181346,0.1
181347,0.05
181348,0.07
181349,0.15
181350,0.24
181351,0.1
181352,0.33
181353,0.08
181354,0.07
181355,0.05
181356,0.28
181357,0.26
181358,0.63
181359,0.18
181360,0.05
181361,0.08
181362,0.34
181363,0.15
181364,0.13
181365,0.75
181366,0.05
181367,0.12
181368,0.09
181369,0.01
181370,0.18
181371,0.1
181372,0.13
181373,0.1
181374,0.33
181375,0.19
181376,0.13
181377,0.16
181378,0.25
181379,0.09
181380,0.17
181381,0.03
181382,0.07
181383,0.04
181384,0.36
181385,0.06
181386,0.56
181387,0.34
181388,0.15
181389,0.14
181390,0.09
181391,0.24
181392,0.16
181393,0.08
181394,0.09
181395,0.33
181396,0.04
181397,0.14
181398,0.12
181399,0.15
181400,0.16
181401,0.11
181402,0.26
181403,0.17
181404,0.13
181405,0.13
181406,0.07
181407,0.23
181408,0.07
181409,0.24
181410,0.1
181411,0.21
181412,0.0
181413,0.14
181414,0.07
181415,0.19
181416,0.09
181417,0.07
181418,0.13
181419,0.22
181420,0.11
181421,0.17
181422,0.09
181423,0.12
181424,0.12
181425,0.05
181426,0.11
181427,0.07
181428,0.17
181429,0.12
181430,0.08
181431,0.14
181432,0.65
181433,0.11
181434,0.0
181435,0.04
181436,0.1
181437,0.3
181438,0.2
181439,0.01
181440,0.08
181441,0.14
181442,0.26
181443,0.13
181444,0.09
181445,0.04
181446,0.31
181447,0.21
181448,0.02
181449,0.08
181450,0.29
181451,0.05
181452,0.11
181453,0.16
181454,0.35
181455,0.2
181456,0.08
181457,0.13
181458,0.03
181459,0.05
181460,0.08
181461,0.44
181462,0.05
181463,0.14
181464,0.22
181465,0.26
181466,0.19
181467,0.06
181468,0.1
181469,0.16
181470,0.26
181471,0.13
181472,0.41
181473,0.11
181474,0.14
181475,0.33
181476,0.1
181477,0.07
181478,0.29
181479,0.27
181480,0.05
181481,0.05
181482,0.31
181483,0.18
181484,0.03
181485,0.62
181486,0.08
181487,0.07
181488,0.27
181489,0.23
181490,0.12
181491,0.01
181492,0.11
181493,0.09
181494,0.04
181495,0.16
181496,0.1
181497,0.04
181498,0.03
181499,0.14
181500,0.06
181501,0.11
181502,0.35
181503,0.1
181504,0.07
181505,0.02
181506,0.14
181507,0.09
181508,0.15
181509,0.34
181510,0.05
181511,0.03
181512,0.12
181513,0.01
181514,0.12
181515,0.1
181516,0.13
181517,0.22
181518,0.07
181519,0.04
181520,0.07
181521,0.03
181522,0.09
181523,0.42
181524,0.21
181525,0.04
181526,0.53
181527,0.06
181528,0.51
181529,0.33
181530,0.37
181531,0.02
181532,0.29
181533,0.2
181534,0.11
181535,0.29
181536,0.02
181537,0.11
181538,0.07
181539,0.39
181540,0.12
181541,0.12
181542,0.15
181543,0.12
181544,0.04
181545,0.06
181546,0.26
181547,0.21
181548,0.0
181549,0.06
181550,0.17
181551,0.3
181552,0.11
181553,0.45
181554,0.06
181555,0.07
181556,0.25
181557,0.04
181558,0.25
181559,0.26
181560,0.07
181561,0.18
181562,0.06
181563,0.08
181564,0.13
181565,0.08
181566,0.04
181567,0.1
181568,0.17
181569,0.31
181570,0.09
181571,0.13
181572,0.16
181573,0.43
181574,0.12
181575,0.12
181576,0.02
181577,0.13
181578,0.02
181579,0.23
181580,0.15
181581,0.08
181582,0.05
181583,0.34
181584,0.05
181585,0.15
181586,0.3
181587,0.21
181588,0.09
181589,0.16
181590,0.09
181591,0.05
181592,0.14
181593,0.0
181594,0.4
181595,0.04
181596,0.25
181597,0.36
181598,0.05
181599,0.63
181600,0.14
181601,0.04
181602,0.22
181603,0.03
181604,0.51
181605,0.07
181606,0.04
181607,0.44
181608,0.21
181609,0.12
181610,0.6
181611,0.21
181612,0.11
181613,0.17
181614,0.06
181615,0.13
181616,0.53
181617,0.09
181618,0.19
181619,0.22
181620,0.55
181621,0.14
181622,0.02
181623,0.08
181624,0.28
181625,0.18
181626,0.04
181627,0.03
181628,0.15
181629,0.13
181630,0.13
181631,0.04
181632,0.35
181633,0.16
181634,0.15
181635,0.07
181636,0.03
181637,0.17
181638,0.08
181639,0.27
181640,0.27
181641,0.22
181642,0.13
181643,0.08
181644,0.23
181645,0.08
181646,0.14
181647,0.11
181648,0.07
181649,0.12
181650,0.32
181651,0.08
181652,0.06
